[2018-05-07 22:33:18,664]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:40,046]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:40,367]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:40,453]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:40,568]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:41,329]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:41,983]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:42,585]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:42,769]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:42,895]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:42,974]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,105]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,295]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,391]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,470]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,555]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,627]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,710]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,798]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:43,934]INFO | ershoufang: #################################################################################parse_2 method running#################
[2018-05-07 22:33:44,051]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102062817.html> (failed 1 times): [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>]
[2018-05-07 22:33:44,085]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102080503.html> (failed 1 times): An error occurred while connecting: [Failure instance: Traceback (failure with no frames): <class 'twisted.internet.error.ConnectionLost'>: Connection to the other side was lost in a non-clean fashion: Connection lost.
].
[2018-05-07 22:33:44,124]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102041898.html> (failed 1 times): [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>]
[2018-05-07 22:33:44,167]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102071886.html> (failed 1 times): [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>]
[2018-05-07 22:33:44,210]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102075995.html> (failed 1 times): [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>]
[2018-05-07 22:33:44,249]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102059423.html> (failed 1 times): [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>]
[2018-05-07 22:33:44,293]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102039761.html> (failed 1 times): [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>]
[2018-05-07 22:33:44,335]DEBUG | scrapy.downloadermiddlewares.retry: Retrying <GET https://nj.lianjia.com/ershoufang/103102059606.html> (failed 1 times): [<twisted.python.failure.Failure twisted.internet.error.ConnectionLost: Connection to the other side was lost in a non-clean fashion: Connection lost.>]
